,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts
13,,top mint in,383154393481,【TOP MINT IN BOX】Nikon F5 35mm Body Only Film Camera - Black From JAPAN A032,https://www.ebay.com/itm/TOP-MINT-BOX-Nikon-F5-35mm-Body-Only-Film-Camera-Black-JAPAN-A032-/383154393481,529.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F5,147
72,,nikon f5 35mm,392425954463,[ MINT S/N.318xxxx] Nikon F5 35mm SLR Film Camera Body w/ strap From JAPAN,https://www.ebay.com/itm/MINT-S-N-318xxxx-Nikon-F5-35mm-SLR-Film-Camera-Body-w-strap-JAPAN-/392425954463,319.02,USD,JP,15230,Film Cameras,FixedPrice,Used,Nikon F5,147
45,,nikon f photomic,254357162689,Nikon F Photomic FTN Finder SN506691,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN506691-/254357162689,31.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,146
52,,nikon f photomic,254348712152,Nikon F Photomic FTN Finder SN677504,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN677504-/254348712152,45.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,146
35,,nikon f photomic,254348691918,Nikon F Photomic FTN Finder  SN675037,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN675037-/254348691918,43.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,146
53,,nikon f photomic,254352340422,Nikon F Photomic FTN Finder  SN518042,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN518042-/254352340422,23.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,146
55,,nikon f photomic,264461240959,Nikon F Photomic FTN Finder SN761218,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN761218-/264461240959,33.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,146
11,,nikon nikkor w,192865472082,【Excellent++++】 Nikon NIKKOR W 210mm f/5.6 Lens for Large Format from Japan #374,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-W-210mm-f-5-6-Lens-Large-Format-Japan-374-/192865472082,219.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor W,1449
59,,nikon nikkor w,372749231536,[ Near Mint ] Nikon Nikkor W 135mm F/5.6 Shutter COPAL 0 WISTA BOARD from JAPAN,https://www.ebay.com/itm/Near-Mint-Nikon-Nikkor-W-135mm-F-5-6-Shutter-COPAL-0-WISTA-BOARD-JAPAN-/372749231536,189.99,USD,JP,3323,Lenses,StoreInventory,Used,,1446
43,,nikon nikkor w,233308809428,[Exc++++] Nikon Nikkor W 150mm f/5.6 COPAL 0 Large Format Lens form Japan # 547,https://www.ebay.com/itm/Exc-Nikon-Nikkor-W-150mm-f-5-6-COPAL-0-Large-Format-Lens-form-Japan-547-/233308809428,199.9,USD,JP,3323,Lenses,StoreInventory,Used,,1446
24,,nikon nikkor w,192872478649,"""Mint"" Nikon Nikkor W 210mm f/5.6 Lens 2633#J",https://www.ebay.com/itm/Mint-Nikon-Nikkor-W-210mm-f-5-6-Lens-2633-J-/192872478649,220.0,USD,JP,3323,Lenses,StoreInventory,Used,,1446
33,,nikon ai nikkor,202775009525,【MINT IN BOX】 Nikon Ai Nikkor 35mm F2.8 MF Wide Angle Lens From Japan #391,https://www.ebay.com/itm/MINT-BOX-Nikon-Ai-Nikkor-35mm-F2-8-MF-Wide-Angle-Lens-Japan-391-/202775009525,119.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 35mm F2.8,144
10,,nikon af nikkor,401886285639,Excellent+++++ Nikon AF Nikkor 70-210mm f/4 Telephoto Zoom Lens tested FromJAPAN,https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-70-210mm-f-4-Telephoto-Zoom-Lens-tested-FromJAPAN-/401886285639,99.0,USD,JP,3323,Lenses,StoreInventory,Used,AF Nikkor 70-210mm F/4,142
71,,nikon f2 dp1,383145156740,【NEAR MINT】 Nikon F2 DP-1 Photomic Black Film Camera SLR Body From Japan A058,https://www.ebay.com/itm/NEAR-MINT-Nikon-F2-DP-1-Photomic-Black-Film-Camera-SLR-Body-Japan-A058-/383145156740,209.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon F2,1415
40,,nikon ai nikkor,283580606316,Excellent- Nikon Ai Nikkor 35mm f2 Manual Lens with Filter from Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-Nikkor-35mm-f2-Manual-Lens-Filter-Japan-/283580606316,138.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 35mm f2,140
23,,nikon d d5000,163532399514,Nikon D D5000 12.3MP Digital SLR Camera - Black (Kit w/ AF-S DX VR 18-55mm Lens),https://www.ebay.com/itm/Nikon-D-D5000-12-3MP-Digital-SLR-Camera-Black-Kit-w-AF-S-DX-VR-18-55mm-Lens-/163532399514,162.07,USD,JP,31388,Digital Cameras,StoreInventory,Used,D5000,140
6,,nikon de2 eye,163868755577,[Unused Near Mint] Nikon DE-2 Eye Level Finder for Nikon F3 From Japan,https://www.ebay.com/itm/Unused-Near-Mint-Nikon-DE-2-Eye-Level-Finder-Nikon-F3-Japan-/163868755577,121.5,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,Nikon DE-2,14
30,,nikon dr4 right,153633341483,Nikon DR-4 Right Angle Viewfinder For F3 F100 SLR Camera Excellent+++ from Japan,https://www.ebay.com/itm/Nikon-DR-4-Right-Angle-Viewfinder-F3-F100-SLR-Camera-Excellent-Japan-/153633341483,39.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,DR-4,14
56,,nikon hn1 metal,283522688978,Nikon HN-1 Metal Hood 52mm Genuine,https://www.ebay.com/itm/Nikon-HN-1-Metal-Hood-52mm-Genuine-/283522688978,19.99,USD,JP,78999,Lens Hoods,StoreInventory,Used,,14
41,,nikon nikkor ud,283579729204,Excellent++ Nikon Nikkor UD Auto 20mm f/3.5 f 3.5 Non Ai wide Lens from Japan,https://www.ebay.com/itm/Excellent-Nikon-Nikkor-UD-Auto-20mm-f-3-5-f-3-5-Non-Ai-wide-Lens-Japan-/283579729204,190.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor UD Auto 20mm f/3.5,14
9,,near mintnikon nikkor,173996224284,【Near MINT】Nikon NIKKOR 28mm f/3.5 Non-Ai From JAPAN,https://www.ebay.com/itm/Near-MINT-Nikon-NIKKOR-28mm-f-3-5-Non-Ai-JAPAN-/173996224284,39.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,13955
24,,nikon ai nikkor,174005533780,NIKON AI NIKKOR 200mm F/4 Telephoto Prime Lens [Excellent+++] From Japan,https://www.ebay.com/itm/NIKON-AI-NIKKOR-200mm-F-4-Telephoto-Prime-Lens-Excellent-Japan-/174005533780,94.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,13919
19,,nikon afs dx,312755638997,Nikon AF-S DX Nikkor 55-200mm f/4-5.6 G ED SWM Lens w/cap from Japan #486702,https://www.ebay.com/itm/Nikon-AF-S-DX-Nikkor-55-200mm-f-4-5-6-G-ED-SWM-Lens-w-cap-Japan-486702-/312755638997,80.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,13918
8,,nikon af nikkor,312756848170,Nikon AF NIKKOR 28-105mm F3.5-4.5 1:3.5-4.5 D Lens from Japan #486703[very good],https://www.ebay.com/itm/Nikon-AF-NIKKOR-28-105mm-F3-5-4-5-1-3-5-4-5-D-Lens-Japan-486703-very-good-/312756848170,90.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,13918
29,,nikon af nikkor,312755614110,Nikon AF Nikkor 28-85mm f3.5-4.5 1:3.5-4.5 Lens from Japan [very good] #469662,https://www.ebay.com/itm/Nikon-AF-Nikkor-28-85mm-f3-5-4-5-1-3-5-4-5-Lens-Japan-very-good-469662-/312755614110,62.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,13918
20,,nikon af nikkor,113835101414,AS IS Nikon AF Nikkor 35-70mm f/2.8 MACRO Lens for F Mount from Japan 1780,https://www.ebay.com/itm/Nikon-AF-Nikkor-35-70mm-f-2-8-MACRO-Lens-F-Mount-Japan-1780-/113835101414,98.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF NIKKOR 35-70mm F/2.8,139
75,,nikon af nikkor,264446665807,Nikon AF Nikkor 35-70mm F2.8 for F Mount w/ HB-1 Hood from Japan 482043,https://www.ebay.com/itm/Nikon-AF-Nikkor-35-70mm-F2-8-F-Mount-w-HB-1-Hood-Japan-482043-/264446665807,114.28,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 35-70mm F2.8,139
70,,nikon afs dx,153630811393,Nikon AF-S DX Nikkor 18-200mm f/3.5-5.6 G ED VR Lens Excellent++ from Japan  F/S,https://www.ebay.com/itm/Nikon-AF-S-DX-Nikkor-18-200mm-f-3-5-5-6-G-ED-VR-Lens-Excellent-Japan-F-S-/153630811393,189.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF-S DX Nikkor 18-200mm f/3.5-5.6 G ED VR,137
71,,nikon new nikkor,192975328857,【NEAR MINT】 Nikon New Nikkor 135mm F2.8 Non Ai  Lens for F Mount From Japan　#049,https://www.ebay.com/itm/NEAR-MINT-Nikon-New-Nikkor-135mm-F2-8-Non-Ai-Lens-F-Mount-Japan-049-/192975328857,69.99,USD,JP,3323,Lenses,StoreInventory,Used,,135
37,,nikon new nikkor,153629350374,Nikon New Nikkor 50mm F/1.4 Non-Ai Manual Focus Lens AS-IS From Japan,https://www.ebay.com/itm/Nikon-New-Nikkor-50mm-F-1-4-Non-Ai-Manual-Focus-Lens-AS-IS-Japan-/153629350374,49.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon New NIKKOR,135
36,,nikon new nikkor,333327435796,Nikon New Nikkor 50mm F1.4 Ai Remodeling MF Lens for F Mount #190910e,https://www.ebay.com/itm/Nikon-New-Nikkor-50mm-F1-4-Ai-Remodeling-MF-Lens-F-Mount-190910e-/333327435796,88.0,USD,JP,3323,Lenses,StoreInventory,Used,,135
1,,nikon lite touch,323910065021,Nikon Lite Touch Zoom AF 35-70mm Point&Shoot w/Case Film Tested Japan Ext+ F/S,https://www.ebay.com/itm/Nikon-Lite-Touch-Zoom-AF-35-70mm-Point-Shoot-w-Case-Film-Tested-Japan-Ext-F-S-/323910065021,60.0,USD,JP,15230,Film Cameras,StoreInventory,Used,,134
34,,nikon l35 ad,333317507852,[Exc+5] Nikon L35 AD  L35AD 35mm Compact Used AF Film Camera f/2.8 #315,https://www.ebay.com/itm/Exc-5-Nikon-L35-AD-L35AD-35mm-Compact-Used-AF-Film-Camera-f-2-8-315-/333317507852,124.99,USD,JP,15230,Film Cameras,StoreInventory,Used,,134
33,,nikon ais 50mm,223454546486,** Near Mint ** Nikon Ai-s 50mm f1.4 MF Lens From Japan #33,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-s-50mm-f1-4-MF-Lens-Japan-33-/223454546486,116.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon ai-s 50mm f1.4,133
37,,nikon nikomat film,264255709418,Nikon Nikomat Film Camera Leather Case from Japan  #s-3,https://www.ebay.com/itm/Nikon-Nikomat-Film-Camera-Leather-Case-Japan-s-3-/264255709418,32.9,USD,JP,15230,Film Cameras,StoreInventory,Used,,133
28,,nikon new nikkor,153641325565,[As is] Nikon New NIKKOR 55mm f/1.2 Ai Converted Lens from Japan (E175),https://www.ebay.com/itm/As-is-Nikon-New-NIKKOR-55mm-f-1-2-Ai-Converted-Lens-Japan-E175-/153641325565,198.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai Converted,132
49,,nikon nikkor ais,254330132289,Nikon NIKKOR Ais Ai-s 135mm f2.8 Telephoto Lens Japan [Exc+++++] #476751A,https://www.ebay.com/itm/Nikon-NIKKOR-Ais-Ai-s-135mm-f2-8-Telephoto-Lens-Japan-Exc-476751A-/254330132289,179.9,USD,JP,3323,Lenses,FixedPrice,Used,Nikon 135mm f2.8 E,13
99,,nikon f4 back,392409183731,[EXC+5] NIKON F4 Back Door For F4 F4s F4e from Japan #169,https://www.ebay.com/itm/EXC-5-NIKON-F4-Back-Door-F4-F4s-F4e-Japan-169-/392409183731,28.9,USD,JP,162480,Other Camera & Photo Accs,StoreInventory,Used,F4,13
84,,nikon mb2 battery,323893367858,[ Exc +++++ ] Nikon MB-2 Battery Pack & MD-3 Motor Drive for F2 From JAPAN,https://www.ebay.com/itm/Exc-Nikon-MB-2-Battery-Pack-MD-3-Motor-Drive-F2-JAPAN-/323893367858,119.99,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,MD-3,13
80,,nikon coolpix p610,123792050580,[TOP MINT] Nikon Coolpix P610 16.0 MP Digital Compact Camera Red 60x Zoom #049,https://www.ebay.com/itm/TOP-MINT-Nikon-Coolpix-P610-16-0-MP-Digital-Compact-Camera-Red-60x-Zoom-049-/123792050580,275.0,USD,JP,31388,Digital Cameras,StoreInventory,Used,Coolpix P610,13
87,,nikon f2 photomic,333280822850,【 MINT 】Nikon F2 Photomic Black 35mm film Camera DP-1 finder From Japan #1669,https://www.ebay.com/itm/MINT-Nikon-F2-Photomic-Black-35mm-film-Camera-DP-1-finder-Japan-1669-/333280822850,299.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F2 photomic Black,129
95,,nikon fm10 nikon,174032192891,"""Exc+5""  Nikon FM10 + Nikon Zoom Nikkor 35-105mm F/3.5-4.5 Lens AI-S  JAPAN 102",https://www.ebay.com/itm/Exc-5-Nikon-FM10-Nikon-Zoom-Nikkor-35-105mm-F-3-5-4-5-Lens-AI-S-JAPAN-102-/174032192891,108.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FM10,128
62,,nikon fm10 35mm,323910561455,**Problem** Nikon FM10 35mm SLR Film Camera Body Only  SN2350245,https://www.ebay.com/itm/Problem-Nikon-FM10-35mm-SLR-Film-Camera-Body-Only-SN2350245-/323910561455,19.8,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FM10,128
84,,nikon fm10 35mm,264462225712,Nikon FM10 35mm SLR Film Camera Body Only  SN2083769,https://www.ebay.com/itm/Nikon-FM10-35mm-SLR-Film-Camera-Body-Only-SN2083769-/264462225712,59.8,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FM10,128
51,,nikon ais ais,153641393804,[Near MINT] Nikon Ais Ai-s Nikkor 50mm f/1.4 Manual Focus Lens from Japan #487,https://www.ebay.com/itm/Near-MINT-Nikon-Ais-Ai-s-Nikkor-50mm-f-1-4-Manual-Focus-Lens-Japan-487-/153641393804,159.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai-s Nikkor 50mm f/1.4,128
10,,nikon nikkor 28mm,372736212146,[As-Is] Nikon NIKKOR 28mm f/2.8 Ai-S AIS MF Wide Angle Lens w/ Filter From JAPAN,https://www.ebay.com/itm/As-Is-Nikon-NIKKOR-28mm-f-2-8-Ai-S-AIS-MF-Wide-Angle-Lens-w-Filter-JAPAN-/372736212146,89.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai-s Nikkor 28mm f/2.8,127
18,,nikon ais nikkor,352783112067,MINT Nikon Ai-s Nikkor 28mm f/2.8 MF Wide Angle Lens SN766486 from Japan,https://www.ebay.com/itm/MINT-Nikon-Ai-s-Nikkor-28mm-f-2-8-MF-Wide-Angle-Lens-SN766486-Japan-/352783112067,199.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai-s Nikkor 28mm f/2.8,127
53,,nikon ais nikkor,352789797577,Excellent+++++ Nikon Ai-s Nikkor 50mm F/1.4 MF Standard Lens for F From Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-s-Nikkor-50mm-F-1-4-MF-Standard-Lens-F-Japan-/352789797577,139.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai-s Nikkor 50mm F/1.4,126
38,,nikon f5 35mm,133164817562,Nikon F5 35mm SLR Film Camera SN3007908 w/Battery MN-30 Quick Charger MH-30,https://www.ebay.com/itm/Nikon-F5-35mm-SLR-Film-Camera-SN3007908-w-Battery-MN-30-Quick-Charger-MH-30-/133164817562,214.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,125
17,,nikon f5 film,303278122555,*Good* Nikon F5 Film Camera Body from Japan #3353,https://www.ebay.com/itm/Good-Nikon-F5-Film-Camera-Body-Japan-3353-/303278122555,179.0,USD,JP,15230,Film Cameras,StoreInventory,Used,,125
27,,nikon f5 film,163861409921,"""MINT S/N 322xxxx"" Nikon F5 Film 35mm Camera w/ BOX Strap From JAPAN #455",https://www.ebay.com/itm/MINT-S-N-322xxxx-Nikon-F5-Film-35mm-Camera-w-BOX-Strap-JAPAN-455-/163861409921,444.99,USD,JP,15230,Film Cameras,StoreInventory,Used,,125
0,,nikon f5 35mm,153513036441,Nikon F5 35mm Body Only SLR Film Camera Black Made In Japan,https://www.ebay.com/itm/Nikon-F5-35mm-Body-Only-SLR-Film-Camera-Black-Made-Japan-/153513036441,222.05,USD,JP,15230,Film Cameras,StoreInventory,Used,,125
4,,nikon af nikkor,293213883791,Nikon AF NIKKOR 50mm f/1.4 D Standard Prime lens [Excellent++] from Japan #1420,https://www.ebay.com/itm/Nikon-AF-NIKKOR-50mm-f-1-4-D-Standard-Prime-lens-Excellent-Japan-1420-/293213883791,159.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF NIKKOR 50mm f/1.4 D,123
5,,near mint in,283603821361,【NEAR MINT IN BOX】Nikon AF 50mm f/1.4 D Standard Prime Lens from Japan C912T,https://www.ebay.com/itm/NEAR-MINT-BOX-Nikon-AF-50mm-f-1-4-D-Standard-Prime-Lens-Japan-C912T-/283603821361,179.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF NIKKOR 50mm f/1.4 D,123
89,,nikon nikkor 35mm,283617658459,【ALMOST MINT】 Nikon NIKKOR 35mm f/1.4 Ai-S Lens from JAPAN,https://www.ebay.com/itm/ALMOST-MINT-Nikon-NIKKOR-35mm-f-1-4-Ai-S-Lens-JAPAN-/283617658459,499.99,USD,JP,3323,Lenses,StoreInventory,Used,,1224
22,,nikon nikkor 35mm,323895063546,Nikon NIKKOR 35mm F/2.8 Ai Wide Angle Manual Focus Lens (46-W149),https://www.ebay.com/itm/Nikon-NIKKOR-35mm-F-2-8-Ai-Wide-Angle-Manual-Focus-Lens-46-W149-/323895063546,50.0,USD,JP,3323,Lenses,StoreInventory,Used,,1221
18,,nikon nikkor 35mm,133167024916,Nikon NIKKOR 35mm f/2.8 Ai-S MF Wide Angle Prime Lens SN522424 from Japan,https://www.ebay.com/itm/Nikon-NIKKOR-35mm-f-2-8-Ai-S-MF-Wide-Angle-Prime-Lens-SN522424-Japan-/133167024916,129.8,USD,JP,3323,Lenses,StoreInventory,Used,,1221
71,,nikon nikkor 35mm,133151961494,Nikon Nikkor 35mm F/2 Ai Lens #22920 A5,https://www.ebay.com/itm/Nikon-Nikkor-35mm-F-2-Ai-Lens-22920-A5-/133151961494,123.3,USD,JP,3323,Lenses,FixedPrice,Used,,1221
30,,nikon nikkor 35mm,133167755229,Nikon Nikkor 35mm F/2 Ais Lens #23709 A5,https://www.ebay.com/itm/Nikon-Nikkor-35mm-F-2-Ais-Lens-23709-A5-/133167755229,178.2,USD,JP,3323,Lenses,FixedPrice,Used,,1221
18,,near mintnikon nikkor,173972747535,【Near Mint】Nikon NIKKOR AI 28mm f/3.5 MF Manual Focus Prime Lens from JAPAN  #43,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-AI-28mm-f-3-5-MF-Manual-Focus-Prime-Lens-JAPAN-43-/173972747535,48.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon NIKKOR AI 28mm f/3.5,122
26,,excellent5nikon fa 35mm,383122583084,【Excellent+5】Nikon FA 35mm SLR Black Body w/ Nikkor Ai 50mm f1.4 from Japan #023,https://www.ebay.com/itm/Excellent-5-Nikon-FA-35mm-SLR-Black-Body-w-Nikkor-Ai-50mm-f1-4-Japan-023-/383122583084,220.0,USD,JP,15230,Film Cameras,FixedPrice,Used,Nikon FA,122
57,,mintnikon ai nikkor,283517900059,【MINT】Nikon Ai NIKKOR 28mm f3.5 MF Wide Angle Lens from JAPAN 436104,https://www.ebay.com/itm/MINT-Nikon-Ai-NIKKOR-28mm-f3-5-MF-Wide-Angle-Lens-JAPAN-436104-/283517900059,79.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai NIKKOR 28mm f3.5,122
73,,nikon af nikkor,401886710467,Excellent+++++ Nikon AF NIKKOR 35mm f/2 Wide Angle Prime Lens w/Case from Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-NIKKOR-35mm-f-2-Wide-Angle-Prime-Lens-w-Case-Japan-/401886710467,199.0,USD,JP,3323,Lenses,StoreInventory,Used,AF Nikkor 35mm f/2,122
48,,near mintnikon fa,283585435171,【Near Mint】Nikon FA 35mm SLR Film Camera Black Body from Japan-#1465,https://www.ebay.com/itm/Near-Mint-Nikon-FA-35mm-SLR-Film-Camera-Black-Body-Japan-1465-/283585435171,199.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FA,122
55,,nikon af nikkor,293226833594,"""Near Mint"" Nikon AF Nikkor 35mm F/2 Wide Angle Lens From Japan C628",https://www.ebay.com/itm/Near-Mint-Nikon-AF-Nikkor-35mm-F-2-Wide-Angle-Lens-Japan-C628-/293226833594,199.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 35mm F/2,122
9,,nikon f4s 35mm,283615508775,[Mint] Nikon F4S 35mm SLR Film Camera Body w/ MB-21 From Japan #a101,https://www.ebay.com/itm/Mint-Nikon-F4S-35mm-SLR-Film-Camera-Body-w-MB-21-Japan-a101-/283615508775,129.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F4S,120
19,,nikon f4s final,392421237617,[MINT in BOX S/N 260xxxx] Nikon F4S Final Late Model Camera From Japan #1143,https://www.ebay.com/itm/MINT-BOX-S-N-260xxxx-Nikon-F4S-Final-Late-Model-Camera-Japan-1143-/392421237617,359.9,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F4S,120
41,,nikon f4 f4s,264448915438,"""Almost MINT"" Nikon F4 F4S + AF Nikkor 50mm f1.4 Lens + SB-24 + CF-43 from Japan",https://www.ebay.com/itm/Almost-MINT-Nikon-F4-F4S-AF-Nikkor-50mm-f1-4-Lens-SB-24-CF-43-Japan-/264448915438,374.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F4S,120
34,,nikon af nikkor,283612283597,[Mint] Nikon AF Nikkor 28-85mm F/3.5-4.5 Macro Zoom Lens w/ Caps JAPAN MH027,https://www.ebay.com/itm/Mint-Nikon-AF-Nikkor-28-85mm-F-3-5-4-5-Macro-Zoom-Lens-w-Caps-JAPAN-MH027-/283612283597,55.99,USD,JP,3323,Lenses,FixedPrice,Used,AF Nikkor 28-85mm F/3.5-4.5 Macro,12
36,,nikon nikkor sw,264445096169,*TOP MINT* NIKON NIKKOR SW 65MM F/4 LENS LARGE FORMAT COPAL 0 LINHOF BORD JAPAN,https://www.ebay.com/itm/TOP-MINT-NIKON-NIKKOR-SW-65MM-F-4-LENS-LARGE-FORMAT-COPAL-0-LINHOF-BORD-JAPAN-/264445096169,399.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR SW 65mm f/4,12
78,,nikon af nikkor,233288136268,Exc+ NIKON AF Nikkor 35-80mm f/4-5.6 D Telephoto Zoom Full Frame Lens from JAPAN,https://www.ebay.com/itm/Exc-NIKON-AF-Nikkor-35-80mm-f-4-5-6-D-Telephoto-Zoom-Full-Frame-Lens-JAPAN-/233288136268,42.2,USD,JP,3323,Lenses,StoreInventory,Used,AF Zoom NIKKOR 35-80mm 1:4-5.6 D,12
39,,nikon af nikkor,183900837183,[Exc] Nikon AF Nikkor 80-200mm f/4.5-5.6D Zoom Lens from Japan,https://www.ebay.com/itm/Exc-Nikon-AF-Nikkor-80-200mm-f-4-5-5-6D-Zoom-Lens-Japan-/183900837183,39.8,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 80-200mm f/4.5-5.6D,12
40,,mint in boxnew,143181873955,【MINT IN BOX】New Nikkor Non Ai 28mm f/2.8 MF Wide Angle Lens From Japan#402568,https://www.ebay.com/itm/MINT-BOX-New-Nikkor-Non-Ai-28mm-f-2-8-MF-Wide-Angle-Lens-Japan-402568-/143181873955,139.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor Non ai 28mm f2.8,12
44,,nikon flash gun,254340045103,Nikon Flash Gun Coupler AS-1 Adapter For F F2 SLR Camera w box Japan #a0231,https://www.ebay.com/itm/Nikon-Flash-Gun-Coupler-AS-1-Adapter-F-F2-SLR-Camera-w-box-Japan-a0231-/254340045103,13.99,USD,JP,69573,Flash Adapters,StoreInventory,Used,,12
93,,nikon as4 flash,223538498317,Genuine Nikon AS-4 Flash Unit Gun Coupler Hot Shoe for F3 Japan 11-2,https://www.ebay.com/itm/Genuine-Nikon-AS-4-Flash-Unit-Gun-Coupler-Hot-Shoe-F3-Japan-11-2-/223538498317,19.99,USD,JP,69573,Flash Adapters,FixedPrice,Used,,12
1,,nikon de2 eye,254355184156,Nikon DE-2 Eye Level Prism viewfinder for Nikon F3 SN543,https://www.ebay.com/itm/Nikon-DE-2-Eye-Level-Prism-viewfinder-Nikon-F3-SN543-/254355184156,27.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,12
95,,nikon mount excellent,202635326558,"Carl Zeiss Apo-Sonnar 135mm F2 ZF2 for Nikon Mount ""Excellent++ "" #2319",https://www.ebay.com/itm/Carl-Zeiss-Apo-Sonnar-135mm-F2-ZF2-Nikon-Mount-Excellent-2319-/202635326558,1195.0,USD,JP,3323,Lenses,StoreInventory,Used,,119
31,,nikon strap for,223653862160,Nikon Strap For PROFESSIONAL  SN695,https://www.ebay.com/itm/Nikon-Strap-PROFESSIONAL-SN695-/223653862160,9.8,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,,118
68,,nikon nikkor h,174004435214,"""Excellent+"" Nikon NIKKOR H Auto F/4.5 300mm Non Ai Lens from Japan #BQ",https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-H-Auto-F-4-5-300mm-Non-Ai-Lens-Japan-BQ-/174004435214,75.0,USD,JP,3323,Lenses,StoreInventory,Used,Non Ai,1175
16,,nikon fm10 35mm,352790119277,Nikon FM10 35mm SLR Film Camera with 35-135 mm f/3.5-4.5 lens Kit from Japan F/S,https://www.ebay.com/itm/Nikon-FM10-35mm-SLR-Film-Camera-35-135-mm-f-3-5-4-5-lens-Kit-Japan-F-S-/352790119277,149.99,USD,JP,15230,Film Cameras,StoreInventory,Used,,117
85,,nikon fm10 35mm,233307595852,【EXCELLENT】 Nikon FM10 35mm SLR Film Camera Body Only From Japan!,https://www.ebay.com/itm/EXCELLENT-Nikon-FM10-35mm-SLR-Film-Camera-Body-Only-Japan-/233307595852,58.5,USD,JP,15230,Film Cameras,StoreInventory,Used,,117
98,,mint in boxnikon,401882427081,【MINT in Box】Nikon Micro NIKKOR 55mm f/2.8 Ai-S AiS MF Lens From Japan 057,https://www.ebay.com/itm/MINT-Box-Nikon-Micro-NIKKOR-55mm-f-2-8-Ai-S-AiS-MF-Lens-Japan-057-/401882427081,159.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Micro Nikkor 55mm f2.8 Ai-S,117
